instruction,input_context,output,task_type,difficulty,safety_constraints
깨지기쉬운 metal 공을 의자에 이동시켜라,"객체: 깨지기쉬운 metal 공, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.32749125710801746, ""stiffness"": 2.438507925034616, ""fragility"": ""fragile""}, ""confidence"": 0.8933497645958286}",move,easy,
무거운 metal 펜을 의자에 운반해라,"객체: 무거운 metal 펜, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.566675179414612, ""stiffness"": 228.2427875068409, ""fragility"": 0.1406414772439137}, ""confidence"": 0.8982297810657085}",move,easy,
부드러운 wood 공을 테이블에 밀어라,"객체: 부드러운 wood 공, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.8942580972876684, ""stiffness"": ""soft"", ""fragility"": 0.07068441901950073}, ""confidence"": 0.7514883281167785}",push,medium,
무거운 plastic 컵을 상자에 전진시켜라,"객체: 무거운 plastic 컵, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.7018121270573885, ""stiffness"": 0.10475497776672196, ""fragility"": 0.1369576347313211}, ""confidence"": 0.9271636488868142}",push,medium,
깨지기쉬운 metal 공을 선반에 가져다놓아라,"객체: 깨지기쉬운 metal 공, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.7153381220151923, ""stiffness"": 0.006593230423674871, ""fragility"": ""fragile""}, ""confidence"": 0.7048352550486856}",move,easy,
부드러운 fabric 블록을 선반에 잡아라,"객체: 부드러운 fabric 블록, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.7576654895113161, ""stiffness"": ""soft"", ""fragility"": 0.054247410007464004}, ""confidence"": 0.8988860860927742}",pick,easy,
거친 metal 상자을 상자에 두어라,"객체: 거친 metal 상자, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 232.56807083066403, ""fragility"": 0.11341096408882918}, ""confidence"": 0.8811762676654922}",place,medium,precise_positioning
깨지기쉬운 rubber 책을 테이블에 전진시켜라,"객체: 깨지기쉬운 rubber 책, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.2530267927249347, ""stiffness"": 127.0712706521365, ""fragility"": ""fragile""}, ""confidence"": 0.9078617601492498}",push,medium,secure_grip|slow_movement
무거운 plastic 펜을 테이블에 집어라,"객체: 무거운 plastic 펜, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""heavy"", ""friction"": 0.7031154905818919, ""stiffness"": 0.06458740734072647, ""fragility"": 0.06497487284297923}, ""confidence"": 0.7448296979923297}",pick,easy,
거친 metal 상자을 선반에 운반해라,"객체: 거친 metal 상자, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.45, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": ""high"", ""stiffness"": 13.283663998521762, ""fragility"": 0.2886102580094964}, ""confidence"": 0.906919586208666}",move,easy,
큰 fabric 상자을 의자에 배치해라,"객체: 큰 fabric 상자, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.6308646510339587, ""stiffness"": 0.11803945923093706, ""fragility"": 0.1268771715937986}, ""confidence"": 0.9199680772488272}",place,medium,precise_positioning
가벼운 plastic 책을 바구니에 집어라,"객체: 가벼운 plastic 책, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.34, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""light"", ""friction"": 0.18198138578895406, ""stiffness"": 89.99005038801585, ""fragility"": 0.880058500649762}, ""confidence"": 0.7126895597104033}",pick,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
깨지기쉬운 glass 접시을 선반에 올려놓아라,"객체: 깨지기쉬운 glass 접시, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": 0.29091057525741726, ""stiffness"": 136.12263880808456, ""fragility"": ""fragile""}, ""confidence"": 0.7070741006478614}",place,medium,secure_grip|slow_movement|precise_positioning
부드러운 plastic 컵을 테이블에 두어라,"객체: 부드러운 plastic 컵, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.8077136590268336, ""stiffness"": ""soft"", ""fragility"": 0.06253236345785054}, ""confidence"": 0.8984449135969137}",place,medium,precise_positioning
작은 ceramic 인형을 의자에 당겨라,"객체: 작은 ceramic 인형, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.5889100485279573, ""stiffness"": 13.904544149456957, ""fragility"": 0.18659898144197717}, ""confidence"": 0.7970329050426698}",pull,medium,
작은 metal 펜을 바구니에 들어라,"객체: 작은 metal 펜, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.5977901642546223, ""stiffness"": 11.766811031990372, ""fragility"": 0.1300153698490466}, ""confidence"": 0.8452367633606171}",pick,easy,
작은 ceramic 인형을 선반에 가져다놓아라,"객체: 작은 ceramic 인형, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.7321743848991439, ""stiffness"": 0.1286291828273067, ""fragility"": 0.07311327028568845}, ""confidence"": 0.8196120668151885}",move,easy,
딱딱한 fabric 공을 테이블에 가져다놓아라,"객체: 딱딱한 fabric 공, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.7153381220151923, ""stiffness"": ""hard"", ""fragility"": 0.06005286627235387}, ""confidence"": 0.87711930718061}",move,easy,
딱딱한 glass 펜을 테이블에 놓아라,"객체: 딱딱한 glass 펜, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": 0.17951921529060288, ""stiffness"": ""hard"", ""fragility"": 0.9380061769602804}, ""confidence"": 0.7972289556874854}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
부드러운 plastic 컵을 테이블에 당겨라,"객체: 부드러운 plastic 컵, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.16598181588923408, ""stiffness"": ""soft"", ""fragility"": 1.0}, ""confidence"": 0.7646776025410631}",pull,hard,fragile_handling|gentle_grip|secure_grip|slow_movement
무거운 metal 인형을 상자에 끌어라,"객체: 무거운 metal 인형, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""heavy"", ""friction"": 0.7321743848991439, ""stiffness"": 0.1286291828273067, ""fragility"": 0.07311327028568845}, ""confidence"": 0.7847441187248966}",pull,medium,
깨지기쉬운 metal 펜을 상자에 옮겨라,"객체: 깨지기쉬운 metal 펜, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.7031154905818919, ""stiffness"": 0.06458740734072647, ""fragility"": ""fragile""}, ""confidence"": 0.9199142902040766}",move,easy,
깨지기쉬운 glass 접시을 상자에 밀어라,"객체: 깨지기쉬운 glass 접시, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": 0.6308646510339587, ""stiffness"": 0.11803945923093706, ""fragility"": ""fragile""}, ""confidence"": 0.8908498056441589}",push,medium,
깨지기쉬운 metal 컵을 침대에 끌어라,"객체: 깨지기쉬운 metal 컵, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""metal"", ""mass"": ""medium"", ""friction"": 0.5142125538180556, ""stiffness"": 225.32371063121323, ""fragility"": ""fragile""}, ""confidence"": 0.8420379643655147}",pull,medium,
딱딱한 plastic 펜을 바구니에 올려놓아라,"객체: 딱딱한 plastic 펜, 목적지: 바구니, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.2036916078808679, ""stiffness"": ""hard"", ""fragility"": 0.7052422939037443}, ""confidence"": 0.8973652014021709}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
딱딱한 ceramic 상자을 선반에 배치해라,"객체: 딱딱한 ceramic 상자, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.7031154905818919, ""stiffness"": ""hard"", ""fragility"": 0.06497487284297923}, ""confidence"": 0.9045295255923096}",place,medium,precise_positioning
작은 rubber 접시을 테이블에 밀어내라,"객체: 작은 rubber 접시, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.5142125538180556, ""stiffness"": 225.32371063121323, ""fragility"": 0.08783864963355502}, ""confidence"": 0.8386257884585284}",push,medium,
미끄러운 glass 책을 침대에 밀어라,"객체: 미끄러운 glass 책, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.9, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": ""low"", ""stiffness"": 0.014324802653995114, ""fragility"": 0.05244069121285053}, ""confidence"": 0.7190028463764506}",push,medium,
깨지기쉬운 fabric 공을 의자에 운반해라,"객체: 깨지기쉬운 fabric 공, 목적지: 의자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.7, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""fabric"", ""mass"": ""medium"", ""friction"": 0.29091057525741726, ""stiffness"": 136.12263880808456, ""fragility"": ""fragile""}, ""confidence"": 0.8767784868729102}",move,medium,secure_grip|slow_movement
무거운 ceramic 병을 침대에 배치해라,"객체: 무거운 ceramic 병, 목적지: 침대, 환경: 실내","{""control_parameters"": {""grip_force"": 0.75, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""heavy"", ""friction"": 0.3861244238609748, ""stiffness"": 2.4351722227269916, ""fragility"": 0.4487873568871182}, ""confidence"": 0.820435939296058}",place,medium,precise_positioning
작은 ceramic 그릇을 테이블에 옮겨라,"객체: 작은 ceramic 그릇, 목적지: 테이블, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""ceramic"", ""mass"": ""medium"", ""friction"": 0.3063656375286698, ""stiffness"": 77.11835193154283, ""fragility"": 0.4929608592069425}, ""confidence"": 0.8540325142005812}",move,medium,
부드러운 rubber 병을 선반에 가져가라,"객체: 부드러운 rubber 병, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.24, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""rubber"", ""mass"": ""medium"", ""friction"": 0.40360083381939943, ""stiffness"": ""soft"", ""fragility"": 0.2674620314040698}, ""confidence"": 0.8456689649353155}",pick,easy,
딱딱한 plastic 펜을 상자에 배치해라,"객체: 딱딱한 plastic 펜, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.49, ""lift_speed"": 0.3, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 1.0}, ""physical_properties"": {""material"": ""plastic"", ""mass"": ""medium"", ""friction"": 0.29091057525741726, ""stiffness"": ""hard"", ""fragility"": 1.0}, ""confidence"": 0.8014801114672572}",place,hard,fragile_handling|gentle_grip|secure_grip|slow_movement|precise_positioning
작은 glass 접시을 선반에 잡아라,"객체: 작은 glass 접시, 목적지: 선반, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.3, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""glass"", ""mass"": ""medium"", ""friction"": 0.5977901642546223, ""stiffness"": 11.766811031990372, ""fragility"": 0.1300153698490466}, ""confidence"": 0.8362182743828952}",pick,easy,
딱딱한 wood 펜을 상자에 밀어라,"객체: 딱딱한 wood 펜, 목적지: 상자, 환경: 실내","{""control_parameters"": {""grip_force"": 0.5, ""lift_speed"": 0.5, ""approach_angle"": 0.1, ""contact_force"": 0.36, ""safety_margin"": 0.8}, ""physical_properties"": {""material"": ""wood"", ""mass"": ""medium"", ""friction"": 0.46481183053614644, ""stiffness"": ""hard"", ""fragility"": 0.44994449854952756}, ""confidence"": 0.8573408717747615}",push,medium,
